site_name,display_name,lga_code,requested_latitude,requested_longitude,grid_latitude,grid_longitude,grid_elevation_m,source_timezone,source_file,timestamp_local,timestamp_utc,date_local,hour_local,temperature_2m,apparent_temperature,precipitation_probability,weather_code,wind_speed_10m,wind_gusts_10m,weather_description
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T03:00:00+1000,2026-08-28T17:00:00+0000,2026-08-29,3,9.8,8.2,8,3,10.8,19.1,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T04:00:00+1000,2026-08-28T18:00:00+0000,2026-08-29,4,9.2,7.1,6,3,12.2,22.3,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T05:00:00+1000,2026-08-28T19:00:00+0000,2026-08-29,5,9.0,7.3,5,3,9.2,21.6,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T06:00:00+1000,2026-08-28T20:00:00+0000,2026-08-29,6,8.7,7.0,5,3,8.7,16.2,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T07:00:00+1000,2026-08-28T21:00:00+0000,2026-08-29,7,7.9,6.5,4,0,5.1,15.1,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T08:00:00+1000,2026-08-28T22:00:00+0000,2026-08-29,8,8.3,6.6,3,0,7.2,12.6,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T09:00:00+1000,2026-08-28T23:00:00+0000,2026-08-29,9,9.5,7.4,3,0,10.6,21.6,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T10:00:00+1000,2026-08-29T00:00:00+0000,2026-08-29,10,10.6,8.0,2,1,12.5,25.6,mainly_clear
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T11:00:00+1000,2026-08-29T01:00:00+0000,2026-08-29,11,11.4,8.6,2,2,12.6,26.6,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T12:00:00+1000,2026-08-29T02:00:00+0000,2026-08-29,12,11.8,8.9,2,3,12.5,26.6,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T13:00:00+1000,2026-08-29T03:00:00+0000,2026-08-29,13,12.3,9.6,2,2,11.7,26.3,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T14:00:00+1000,2026-08-29T04:00:00+0000,2026-08-29,14,13.2,10.2,2,2,13.4,27.4,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T15:00:00+1000,2026-08-29T05:00:00+0000,2026-08-29,15,13.1,9.8,2,2,15.7,31.0,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T16:00:00+1000,2026-08-29T06:00:00+0000,2026-08-29,16,12.2,9.1,2,3,14.2,31.0,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T17:00:00+1000,2026-08-29T07:00:00+0000,2026-08-29,17,11.4,8.6,1,3,12.7,27.0,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T18:00:00+1000,2026-08-29T08:00:00+0000,2026-08-29,18,10.9,9.2,1,1,5.2,23.0,mainly_clear
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T19:00:00+1000,2026-08-29T09:00:00+0000,2026-08-29,19,9.0,7.7,0,0,3.0,8.6,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T20:00:00+1000,2026-08-29T10:00:00+0000,2026-08-29,20,8.1,6.6,0,3,4.2,6.8,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T21:00:00+1000,2026-08-29T11:00:00+0000,2026-08-29,21,8.7,7.3,0,3,4.3,6.5,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T22:00:00+1000,2026-08-29T12:00:00+0000,2026-08-29,22,9.6,7.9,0,3,6.6,10.8,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T23:00:00+1000,2026-08-29T13:00:00+0000,2026-08-29,23,9.6,7.1,0,3,12.1,20.5,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T00:00:00+1000,2026-08-29T14:00:00+0000,2026-08-30,0,8.9,6.3,0,3,12.1,22.7,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T01:00:00+1000,2026-08-29T15:00:00+0000,2026-08-30,1,8.6,6.2,0,2,10.2,22.0,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T02:00:00+1000,2026-08-29T16:00:00+0000,2026-08-30,2,7.7,5.6,0,1,8.1,18.4,mainly_clear
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T03:00:00+1000,2026-08-29T17:00:00+0000,2026-08-30,3,6.8,4.8,0,0,6.6,14.0,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T04:00:00+1000,2026-08-29T18:00:00+0000,2026-08-30,4,6.3,4.3,0,0,6.0,10.8,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T05:00:00+1000,2026-08-29T19:00:00+0000,2026-08-30,5,6.3,4.3,0,1,6.0,10.1,mainly_clear
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T06:00:00+1000,2026-08-29T20:00:00+0000,2026-08-30,6,6.5,4.6,0,2,6.3,11.2,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T07:00:00+1000,2026-08-29T21:00:00+0000,2026-08-30,7,7.2,5.2,0,3,6.7,13.0,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T08:00:00+1000,2026-08-29T22:00:00+0000,2026-08-30,8,8.4,6.5,0,3,7.5,15.8,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T09:00:00+1000,2026-08-29T23:00:00+0000,2026-08-30,9,10.1,8.1,0,3,9.0,19.8,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T10:00:00+1000,2026-08-30T00:00:00+0000,2026-08-30,10,11.4,9.3,0,3,10.6,22.7,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T11:00:00+1000,2026-08-30T01:00:00+0000,2026-08-30,11,12.3,10.2,0,3,10.9,24.1,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T12:00:00+1000,2026-08-30T02:00:00+0000,2026-08-30,12,12.9,10.9,0,3,10.6,24.5,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T13:00:00+1000,2026-08-30T03:00:00+0000,2026-08-30,13,13.3,11.3,0,3,10.3,24.5,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T14:00:00+1000,2026-08-30T04:00:00+0000,2026-08-30,14,13.5,11.5,0,3,10.6,24.1,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T15:00:00+1000,2026-08-30T05:00:00+0000,2026-08-30,15,13.6,11.5,0,2,11.0,23.8,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T16:00:00+1000,2026-08-30T06:00:00+0000,2026-08-30,16,13.2,11.2,0,2,10.5,23.0,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T17:00:00+1000,2026-08-30T07:00:00+0000,2026-08-30,17,12.2,10.4,0,2,8.8,22.7,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T18:00:00+1000,2026-08-30T08:00:00+0000,2026-08-30,18,10.7,9.2,0,3,6.9,22.3,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T19:00:00+1000,2026-08-30T09:00:00+0000,2026-08-30,19,9.7,8.3,0,3,5.9,20.9,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T20:00:00+1000,2026-08-30T10:00:00+0000,2026-08-30,20,9.3,8.1,0,3,5.0,17.6,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T21:00:00+1000,2026-08-30T11:00:00+0000,2026-08-30,21,9.3,8.2,0,3,4.0,13.7,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T22:00:00+1000,2026-08-30T12:00:00+0000,2026-08-30,22,9.4,8.5,0,3,2.8,10.1,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T23:00:00+1000,2026-08-30T13:00:00+0000,2026-08-30,23,9.3,8.5,0,3,1.8,7.6,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T00:00:00+1000,2026-08-30T14:00:00+0000,2026-08-31,0,9.4,8.6,0,3,1.1,5.4,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T01:00:00+1000,2026-08-30T15:00:00+0000,2026-08-31,1,9.4,8.6,0,3,1.4,4.0,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T02:00:00+1000,2026-08-30T16:00:00+0000,2026-08-31,2,9.4,8.6,0,3,1.9,4.0,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T03:00:00+1000,2026-08-30T17:00:00+0000,2026-08-31,3,9.5,8.7,0,3,2.3,4.7,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T04:00:00+1000,2026-08-30T18:00:00+0000,2026-08-31,4,9.5,8.8,0,3,2.2,5.0,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T05:00:00+1000,2026-08-30T19:00:00+0000,2026-08-31,5,9.4,8.7,0,3,1.9,4.7,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T06:00:00+1000,2026-08-30T20:00:00+0000,2026-08-31,6,9.3,8.5,0,3,2.6,4.0,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T07:00:00+1000,2026-08-30T21:00:00+0000,2026-08-31,7,9.3,8.5,0,3,3.1,4.7,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T08:00:00+1000,2026-08-30T22:00:00+0000,2026-08-31,8,9.6,8.7,0,3,2.8,7.6,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T09:00:00+1000,2026-08-30T23:00:00+0000,2026-08-31,9,10.0,8.9,0,3,3.8,11.5,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T10:00:00+1000,2026-08-31T00:00:00+0000,2026-08-31,10,11.0,9.6,0,3,6.2,15.5,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T11:00:00+1000,2026-08-31T01:00:00+0000,2026-08-31,11,12.9,11.2,0,2,8.9,19.4,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T12:00:00+1000,2026-08-31T02:00:00+0000,2026-08-31,12,15.3,13.9,0,1,11.7,23.8,mainly_clear
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T13:00:00+1000,2026-08-31T03:00:00+0000,2026-08-31,13,17.2,16.1,0,0,13.1,27.0,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T14:00:00+1000,2026-08-31T04:00:00+0000,2026-08-31,14,18.4,17.4,0,0,12.3,29.2,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T15:00:00+1000,2026-08-31T05:00:00+0000,2026-08-31,15,19.0,17.8,0,0,10.3,30.2,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T16:00:00+1000,2026-08-31T06:00:00+0000,2026-08-31,16,18.7,17.6,0,0,9.2,29.9,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T17:00:00+1000,2026-08-31T07:00:00+0000,2026-08-31,17,17.0,15.8,0,0,9.1,25.9,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T18:00:00+1000,2026-08-31T08:00:00+0000,2026-08-31,18,14.4,13.0,0,0,9.3,19.8,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T19:00:00+1000,2026-08-31T09:00:00+0000,2026-08-31,19,12.4,10.8,0,0,10.4,17.3,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T20:00:00+1000,2026-08-31T10:00:00+0000,2026-08-31,20,11.6,9.6,0,0,12.8,20.5,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T21:00:00+1000,2026-08-31T11:00:00+0000,2026-08-31,21,11.3,8.9,0,0,16.2,27.4,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T22:00:00+1000,2026-08-31T12:00:00+0000,2026-08-31,22,11.2,8.3,0,0,19.1,32.8,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-31T23:00:00+1000,2026-08-31T13:00:00+0000,2026-08-31,23,11.1,8.0,0,0,20.9,35.6,clear_sky
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T00:00:00+1000,2026-08-31T14:00:00+0000,2026-09-01,0,11.1,7.9,0,1,22.0,37.8,mainly_clear
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T01:00:00+1000,2026-08-31T15:00:00+0000,2026-09-01,1,11.1,7.7,0,1,22.5,39.6,mainly_clear
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T02:00:00+1000,2026-08-31T16:00:00+0000,2026-09-01,2,11.0,7.7,1,2,22.0,41.4,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T03:00:00+1000,2026-08-31T17:00:00+0000,2026-09-01,3,10.9,7.7,2,2,21.1,43.2,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T04:00:00+1000,2026-08-31T18:00:00+0000,2026-09-01,4,10.7,7.6,2,3,20.8,43.9,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T05:00:00+1000,2026-08-31T19:00:00+0000,2026-09-01,5,10.5,7.2,1,3,21.4,42.5,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T06:00:00+1000,2026-08-31T20:00:00+0000,2026-09-01,6,10.2,6.7,1,3,22.3,40.7,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T07:00:00+1000,2026-08-31T21:00:00+0000,2026-09-01,7,10.2,6.4,0,3,24.3,41.4,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T08:00:00+1000,2026-08-31T22:00:00+0000,2026-09-01,8,11.4,6.5,0,3,32.6,59.0,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T09:00:00+1000,2026-08-31T23:00:00+0000,2026-09-01,9,11.8,6.5,0,2,35.1,62.6,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T10:00:00+1000,2026-09-01T00:00:00+0000,2026-09-01,10,12.3,6.8,2,2,36.3,65.2,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T11:00:00+1000,2026-09-01T01:00:00+0000,2026-09-01,11,13.1,7.7,6,2,36.0,67.0,partly_cloudy
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T12:00:00+1000,2026-09-01T02:00:00+0000,2026-09-01,12,14.1,9.1,12,3,34.9,68.4,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T13:00:00+1000,2026-09-01T03:00:00+0000,2026-09-01,13,15.3,10.6,18,3,33.1,69.1,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T14:00:00+1000,2026-09-01T04:00:00+0000,2026-09-01,14,16.4,12.0,24,3,30.6,69.1,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T15:00:00+1000,2026-09-01T05:00:00+0000,2026-09-01,15,17.2,13.3,31,3,27.5,68.8,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T16:00:00+1000,2026-09-01T06:00:00+0000,2026-09-01,16,17.5,14.1,37,3,24.1,67.3,overcast
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T17:00:00+1000,2026-09-01T07:00:00+0000,2026-09-01,17,17.1,14.5,43,53,19.5,64.8,moderate_drizzle
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T18:00:00+1000,2026-09-01T08:00:00+0000,2026-09-01,18,16.3,14.5,49,53,14.2,60.8,moderate_drizzle
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T19:00:00+1000,2026-09-01T09:00:00+0000,2026-09-01,19,15.2,14.0,54,53,10.7,56.2,moderate_drizzle
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T20:00:00+1000,2026-09-01T10:00:00+0000,2026-09-01,20,13.9,12.6,59,53,11.5,51.5,moderate_drizzle
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T21:00:00+1000,2026-09-01T11:00:00+0000,2026-09-01,21,12.7,10.8,62,53,14.9,47.2,moderate_drizzle
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T22:00:00+1000,2026-09-01T12:00:00+0000,2026-09-01,22,11.6,9.3,63,53,17.5,43.9,moderate_drizzle
hume,Hume,23270,-37.5971521009482,144.823570879774,-37.57469,144.84,147.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-09-01T23:00:00+1000,2026-09-01T13:00:00+0000,2026-09-01,23,10.6,8.1,60,3,17.7,42.1,overcast
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T00:00:00+1000,2026-08-25T14:00:00+0000,2026-08-26,0,12.1,9.4,58,53,19.2,36.4,moderate_drizzle
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T01:00:00+1000,2026-08-25T15:00:00+0000,2026-08-26,1,12.0,9.5,80,53,18.1,38.2,moderate_drizzle
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T02:00:00+1000,2026-08-25T16:00:00+0000,2026-08-26,2,12.0,9.2,63,51,18.3,35.3,light_drizzle
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T03:00:00+1000,2026-08-25T17:00:00+0000,2026-08-26,3,11.9,9.2,29,51,16.8,35.6,light_drizzle
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T04:00:00+1000,2026-08-25T18:00:00+0000,2026-08-26,4,11.6,9.0,10,1,14.4,32.8,mainly_clear
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T05:00:00+1000,2026-08-25T19:00:00+0000,2026-08-26,5,11.1,8.6,25,51,13.2,27.4,light_drizzle
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T06:00:00+1000,2026-08-25T20:00:00+0000,2026-08-26,6,10.7,8.5,56,51,12.6,25.2,light_drizzle
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T07:00:00+1000,2026-08-25T21:00:00+0000,2026-08-26,7,10.4,8.3,75,51,12.1,24.8,light_drizzle
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T08:00:00+1000,2026-08-25T22:00:00+0000,2026-08-26,8,10.8,8.7,69,51,12.1,24.5,light_drizzle
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T09:00:00+1000,2026-08-25T23:00:00+0000,2026-08-26,9,11.6,9.4,52,1,12.8,29.5,mainly_clear
kingston,Kingston,23430,-37.97317532432438,145.09531946112688,-37.926186,145.08725,15.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T10:00:00+1000,2026-08-26T00:00:00+0000,2026-08-26,10,12.6,10.2,37,1,14.2,33.1,mainly_clear
